[18, 66, 13]
0 42 18.0
0 38 22.0
42 43 46.0
42 74 21.0
1 17 19.0
1 0 19.0
2 36 1.0
2 1 6.0
3 15 26.0
3 68 23.0
3 2 5.0
15 16 8.0
4 52 17.0
4 3 37.0
5 53 35.0
5 4 25.0
6 77 18.0
6 5 20.0
7 31 1.0
7 8 51.0
7 6 30.0
9 23 29.0
9 7 28.0
23 24 7.0
10 76 1.0
10 9 27.0
11 78 13.0
11 10 12.0
12 21 39.0
12 11 20.0
21 39 13.0
13 51 30.0
13 45 6.0
13 46 14.0
13 14 40.0
45 56 42.0
14 78 24.0
18 19 91.0
18 20 73.0
18 50 59.0
18 25 55.0
18 12 98.0
19 61 5.0
22 35 1.0
22 18 27.0
26 69 22.0
26 22 3.0
27 75 6.0
27 26 16.0
28 29 18.0
29 37 67.0
29 51 43.0
30 69 7.0
32 33 26.0
32 34 44.0
32 39 20.0
33 34 21.0
40 44 41.0
40 41 22.0
40 27 18.0
47 53 47.0
48 49 2.0
49 76 22.0
54 64 22.0
54 40 2.0
55 57 23.0
55 54 13.0
57 62 22.0
58 59 9.0
58 60 44.0
59 76 18.0
60 79 34.0
63 65 17.0
63 66 66.0
63 55 21.0
66 67 62.0
66 70 14.0
66 71 94.0
67 70 44.0
72 73 10.0
72 63 16.0
