[12, 35, 76]
0 11 40.0
11 47 4.0
1 3 76.0
1 53 39.0
1 0 39.0
3 74 66.0
3 17 45.0
2 73 30.0
2 1 38.0
17 19 6.0
4 30 37.0
4 2 12.0
30 31 90.0
5 19 20.0
6 52 16.0
6 71 9.0
6 4 18.0
7 46 10.0
7 6 16.0
8 43 6.0
8 7 8.0
9 18 14.0
9 42 33.0
42 45 16.0
10 20 8.0
10 36 22.0
10 8 14.0
47 77 27.0
12 33 9.0
12 54 80.0
12 13 69.0
12 37 40.0
13 58 30.0
14 67 22.0
14 38 37.0
14 45 18.0
38 39 14.0
15 76 5.0
76 78 79.0
76 79 31.0
16 39 22.0
21 44 19.0
21 10 1.0
22 23 26.0
22 21 29.0
24 32 40.0
24 62 31.0
24 48 22.0
24 22 48.0
48 49 35.0
25 47 48.0
26 61 3.0
26 24 56.0
27 28 50.0
27 29 60.0
27 74 67.0
29 65 10.0
31 34 35.0
31 35 90.0
35 51 31.0
35 38 86.0
35 63 1.0
51 54 20.0
40 75 38.0
40 63 62.0
40 41 70.0
50 69 7.0
50 26 14.0
55 56 42.0
56 57 45.0
57 73 38.0
59 60 49.0
59 64 36.0
60 65 48.0
66 67 36.0
66 68 33.0
66 76 20.0
70 71 37.0
70 72 60.0
78 79 41.0
