[5, 34, 18]
0 11 3.0
1 32 25.0
1 0 1.0
2 47 4.0
2 1 3.0
3 52 6.0
3 2 1.0
4 8 38.0
4 3 5.0
5 8 98.0
5 59 71.0
5 66 42.0
5 73 20.0
6 28 51.0
6 4 8.0
28 51 2.0
7 21 19.0
7 45 12.0
7 6 38.0
9 39 2.0
9 7 4.0
10 25 5.0
10 9 2.0
12 42 7.0
12 10 7.0
13 14 6.0
13 12 1.0
15 16 1.0
15 13 10.0
17 32 1.0
18 43 23.0
18 61 5.0
18 40 80.0
18 53 40.0
18 15 80.0
19 72 3.0
19 18 83.0
20 22 36.0
20 23 31.0
20 74 35.0
20 19 9.0
23 70 8.0
24 62 5.0
24 20 51.0
26 27 1.0
26 24 7.0
29 44 70.0
29 26 1.0
44 75 35.0
30 74 7.0
31 35 3.0
31 29 8.0
33 34 9.0
33 31 4.0
34 36 8.0
34 37 47.0
34 38 92.0
41 44 48.0
46 48 3.0
46 33 5.0
49 50 7.0
49 46 9.0
54 76 17.0
54 49 10.0
55 56 59.0
55 57 27.0
55 54 27.0
57 58 25.0
60 63 33.0
60 65 33.0
60 55 34.0
64 66 16.0
67 68 6.0
67 69 43.0
69 76 23.0
71 77 1.0
71 60 39.0
78 79 6.0
78 71 2.0
