[69, 43, 19]
0 58 1.0
1 15 17.0
1 0 13.0
2 64 19.0
2 69 68.0
2 1 7.0
3 4 40.0
3 2 2.0
4 73 20.0
5 78 7.0
5 3 9.0
6 61 1.0
6 5 16.0
7 60 9.0
7 6 3.0
8 9 16.0
8 23 1.0
9 69 31.0
10 17 1.0
10 7 5.0
11 67 60.0
11 10 2.0
12 62 2.0
12 11 4.0
13 14 36.0
13 12 4.0
14 32 18.0
16 43 11.0
43 74 29.0
43 44 78.0
18 19 46.0
18 13 26.0
19 52 67.0
19 46 44.0
19 20 38.0
21 22 34.0
21 74 9.0
24 75 8.0
24 63 33.0
24 18 11.0
25 26 45.0
25 47 10.0
25 24 46.0
27 70 16.0
28 29 24.0
28 30 26.0
28 25 1.0
31 33 4.0
31 28 47.0
34 57 9.0
34 31 1.0
35 36 42.0
35 37 10.0
35 34 58.0
37 65 5.0
38 66 21.0
38 39 2.0
38 35 43.0
40 41 26.0
40 38 3.0
42 43 12.0
44 45 5.0
44 67 30.0
45 48 43.0
49 50 2.0
49 40 14.0
51 53 5.0
51 49 8.0
54 76 18.0
54 51 14.0
55 56 1.0
55 54 16.0
59 69 39.0
68 69 6.0
68 70 1.0
68 71 13.0
72 75 23.0
77 79 41.0
77 55 48.0
