[38, 58, 25]
0 28 29.0
1 8 1.0
1 0 3.0
2 13 9.0
2 1 8.0
3 9 19.0
3 4 35.0
3 2 20.0
5 55 26.0
5 54 56.0
5 3 26.0
6 10 7.0
6 5 51.0
10 59 25.0
7 38 48.0
7 6 2.0
38 62 59.0
38 39 59.0
38 41 77.0
11 30 8.0
11 7 25.0
12 14 10.0
12 11 2.0
15 37 47.0
37 44 8.0
16 34 21.0
16 12 9.0
17 18 2.0
17 16 1.0
18 64 28.0
19 21 20.0
19 17 15.0
20 63 17.0
20 19 10.0
22 42 12.0
22 20 4.0
23 24 1.0
23 22 9.0
25 26 48.0
25 27 15.0
25 39 26.0
25 40 34.0
27 29 39.0
27 41 50.0
31 32 12.0
31 69 43.0
31 78 29.0
31 23 1.0
33 35 21.0
33 31 8.0
35 36 22.0
36 67 11.0
44 45 62.0
43 44 2.0
45 59 30.0
46 47 1.0
46 33 9.0
47 48 11.0
48 49 6.0
49 50 21.0
50 60 29.0
51 76 45.0
51 52 10.0
51 53 42.0
53 55 34.0
56 65 1.0
56 46 9.0
57 77 17.0
57 56 6.0
58 74 74.0
58 70 72.0
58 61 30.0
58 64 53.0
61 64 31.0
66 68 34.0
66 71 44.0
66 57 18.0
72 73 18.0
72 75 7.0
72 66 5.0
79 72 5.0
