[49, 27, 60]
0 20 8.0
1 68 12.0
1 0 6.0
2 17 12.0
2 1 7.0
3 16 2.0
3 2 4.0
4 33 1.0
4 78 8.0
4 3 35.0
5 6 65.0
5 76 18.0
5 36 20.0
5 4 1.0
7 57 28.0
7 5 59.0
8 76 4.0
9 39 58.0
9 52 58.0
9 7 37.0
10 74 19.0
10 61 36.0
10 9 54.0
11 12 29.0
11 10 29.0
13 14 36.0
13 11 20.0
14 71 1.0
15 58 22.0
15 13 10.0
18 22 8.0
18 15 15.0
22 66 21.0
19 52 19.0
21 64 14.0
21 49 61.0
21 18 43.0
49 72 15.0
49 54 87.0
23 24 16.0
23 21 30.0
25 37 32.0
25 26 49.0
25 27 90.0
25 23 31.0
27 73 79.0
27 67 66.0
27 44 30.0
28 29 9.0
28 25 10.0
30 31 35.0
30 28 12.0
31 32 41.0
31 34 43.0
34 75 2.0
34 77 2.0
35 69 1.0
35 30 15.0
38 40 4.0
38 35 4.0
41 42 4.0
41 60 51.0
60 62 62.0
60 63 85.0
43 45 20.0
43 38 22.0
46 70 27.0
46 47 15.0
46 43 6.0
48 49 87.0
48 50 27.0
50 51 29.0
53 55 28.0
53 46 22.0
56 63 15.0
56 59 29.0
59 60 80.0
62 65 58.0
62 75 21.0
79 53 1.0
