[36, 74, 32]
0 1 20.0
2 43 25.0
2 0 20.0
3 9 7.0
3 58 77.0
3 59 4.0
3 2 59.0
9 68 46.0
9 10 54.0
4 26 29.0
4 3 7.0
26 28 14.0
5 28 28.0
5 6 8.0
28 79 53.0
6 39 15.0
7 30 65.0
7 27 21.0
7 11 6.0
7 4 57.0
8 64 46.0
8 60 42.0
8 72 14.0
8 7 68.0
72 73 16.0
12 13 13.0
12 8 29.0
13 32 39.0
32 47 76.0
32 38 32.0
14 68 1.0
15 69 18.0
15 78 32.0
15 12 17.0
16 31 6.0
31 32 56.0
17 48 3.0
17 15 23.0
18 19 14.0
18 17 20.0
20 40 52.0
20 21 48.0
20 18 35.0
40 55 48.0
21 22 47.0
23 79 33.0
23 24 1.0
23 25 28.0
24 25 35.0
29 41 1.0
29 20 53.0
33 34 6.0
33 29 12.0
35 43 49.0
36 37 98.0
36 77 61.0
36 66 18.0
36 38 42.0
42 50 15.0
42 33 17.0
50 51 33.0
44 45 28.0
44 42 18.0
46 47 31.0
46 49 30.0
49 61 12.0
61 62 45.0
52 53 9.0
52 44 3.0
54 56 1.0
54 52 1.0
57 59 24.0
62 63 46.0
63 65 29.0
67 70 26.0
70 71 9.0
71 72 9.0
74 75 28.0
74 76 98.0
74 77 6.0
