[18, 13, 76]
0 64 36.0
1 39 26.0
1 0 1.0
2 61 83.0
2 1 1.0
61 62 46.0
61 76 44.0
3 19 13.0
3 2 2.0
4 18 46.0
18 72 2.0
18 32 46.0
18 73 81.0
5 49 28.0
5 3 14.0
6 13 90.0
6 5 29.0
13 42 46.0
13 52 58.0
13 15 52.0
7 33 22.0
7 6 14.0
8 9 12.0
8 7 1.0
10 11 58.0
10 8 29.0
11 23 26.0
23 24 34.0
12 40 11.0
12 10 8.0
14 20 60.0
20 21 31.0
20 72 58.0
16 17 34.0
16 71 43.0
16 12 9.0
21 22 89.0
21 64 32.0
22 67 32.0
25 43 31.0
25 34 24.0
25 16 4.0
26 27 8.0
26 25 39.0
28 76 37.0
28 74 31.0
76 77 39.0
29 50 14.0
29 30 40.0
29 26 37.0
31 35 55.0
31 65 12.0
31 29 50.0
35 36 24.0
36 56 16.0
37 54 9.0
37 31 22.0
38 41 50.0
38 44 2.0
38 37 3.0
41 45 31.0
46 47 29.0
46 38 30.0
47 58 55.0
47 48 50.0
51 53 5.0
51 46 20.0
55 57 9.0
55 51 3.0
59 60 9.0
59 55 2.0
63 66 35.0
63 68 24.0
66 69 37.0
69 70 56.0
69 72 36.0
75 76 94.0
78 79 3.0
78 59 16.0
