[61, 57, 7]
0 62 26.0
0 26 11.0
1 24 29.0
1 0 8.0
2 17 47.0
2 22 54.0
2 1 21.0
3 28 28.0
3 2 23.0
28 30 56.0
4 64 5.0
4 3 7.0
5 10 66.0
5 61 23.0
5 47 73.0
61 75 59.0
61 62 99.0
61 67 6.0
6 14 38.0
6 7 65.0
7 41 41.0
7 15 44.0
7 76 83.0
8 9 18.0
8 4 24.0
11 42 4.0
11 8 16.0
12 68 28.0
12 11 16.0
13 16 1.0
13 12 26.0
18 19 38.0
18 21 29.0
19 22 66.0
21 22 25.0
20 35 44.0
20 29 7.0
20 13 16.0
23 25 17.0
23 27 65.0
23 36 28.0
27 49 38.0
27 28 16.0
31 32 25.0
31 20 17.0
33 37 22.0
33 72 17.0
34 62 51.0
34 37 18.0
38 39 34.0
38 40 26.0
38 31 38.0
39 63 9.0
43 44 1.0
43 38 37.0
45 48 8.0
45 43 3.0
46 50 1.0
46 45 8.0
50 51 13.0
52 71 21.0
52 46 6.0
53 65 14.0
53 52 23.0
54 55 47.0
54 56 43.0
54 53 42.0
57 66 14.0
57 77 41.0
57 58 16.0
57 59 73.0
57 54 51.0
58 59 20.0
60 74 4.0
60 57 45.0
75 76 38.0
69 70 6.0
69 73 3.0
69 60 40.0
70 73 9.0
78 79 69.0
78 69 6.0
