[16, 60, 77]
0 25 7.0
1 69 7.0
1 0 4.0
2 3 35.0
2 1 12.0
3 51 5.0
4 46 4.0
4 2 11.0
5 35 1.0
5 4 3.0
6 58 27.0
6 5 17.0
7 34 9.0
7 6 13.0
8 16 64.0
8 7 5.0
16 47 77.0
16 17 83.0
9 60 46.0
9 8 4.0
60 70 14.0
60 78 47.0
60 61 26.0
10 52 7.0
10 9 1.0
11 59 7.0
11 10 1.0
12 13 2.0
12 11 4.0
14 15 17.0
15 16 41.0
18 65 1.0
18 12 4.0
19 68 4.0
19 18 1.0
20 21 4.0
20 19 4.0
21 22 54.0
22 27 34.0
23 63 7.0
23 20 2.0
24 44 7.0
24 23 8.0
26 64 38.0
26 53 21.0
26 24 9.0
28 36 6.0
28 26 35.0
36 42 10.0
29 30 19.0
29 28 10.0
31 32 7.0
31 29 5.0
33 55 2.0
33 31 5.0
37 40 9.0
37 33 3.0
38 39 71.0
38 41 11.0
38 43 21.0
38 37 71.0
45 48 60.0
45 49 16.0
45 38 27.0
50 66 5.0
50 45 20.0
54 55 20.0
56 57 1.0
56 50 6.0
61 62 9.0
67 70 48.0
71 72 3.0
71 56 4.0
73 74 61.0
73 75 19.0
73 77 42.0
74 76 16.0
77 78 15.0
77 79 20.0
