[14, 52, 5]
0 44 40.0
0 9 23.0
9 74 23.0
1 65 43.0
1 0 2.0
2 35 12.0
3 57 21.0
3 1 8.0
57 61 59.0
57 62 50.0
4 24 5.0
4 33 10.0
4 3 26.0
5 74 65.0
5 70 87.0
5 6 76.0
5 25 17.0
70 71 19.0
25 35 37.0
7 8 1.0
7 4 21.0
10 45 24.0
10 7 3.0
45 48 38.0
11 23 7.0
11 10 2.0
12 53 50.0
12 27 53.0
12 58 16.0
12 11 39.0
27 28 50.0
27 34 45.0
13 18 19.0
13 14 11.0
14 17 36.0
14 73 27.0
14 22 16.0
22 25 4.0
15 26 12.0
15 31 21.0
15 12 7.0
26 50 23.0
16 17 34.0
19 47 52.0
19 15 27.0
20 59 14.0
20 19 15.0
21 37 17.0
21 77 33.0
29 52 15.0
52 54 85.0
52 55 81.0
52 56 22.0
30 41 1.0
30 20 15.0
32 38 11.0
32 30 1.0
38 51 15.0
36 39 72.0
36 75 49.0
36 37 40.0
39 43 10.0
75 76 6.0
75 78 25.0
43 47 53.0
40 46 20.0
40 42 60.0
40 32 12.0
48 60 62.0
48 49 64.0
56 73 49.0
62 63 24.0
64 65 17.0
66 67 33.0
66 68 27.0
66 40 11.0
67 69 25.0
71 72 46.0
72 74 43.0
79 66 1.0
