[71, 65, 76]
0 21 40.0
0 77 41.0
1 9 31.0
1 23 10.0
1 0 44.0
9 63 19.0
2 65 45.0
2 1 35.0
65 67 69.0
3 25 13.0
3 2 9.0
25 26 38.0
4 58 28.0
4 50 44.0
4 3 43.0
58 61 8.0
5 69 14.0
5 4 45.0
6 18 12.0
6 5 1.0
7 12 11.0
7 6 12.0
12 59 9.0
8 19 9.0
8 53 2.0
8 7 5.0
10 11 10.0
10 8 7.0
13 14 34.0
13 54 1.0
13 10 18.0
14 64 49.0
15 22 22.0
15 13 5.0
22 24 57.0
16 71 86.0
16 17 8.0
71 78 50.0
17 24 32.0
24 48 26.0
20 21 30.0
27 28 23.0
27 29 14.0
27 15 13.0
30 31 4.0
30 27 26.0
32 74 23.0
32 33 32.0
32 30 3.0
34 35 3.0
34 50 6.0
36 37 49.0
36 57 13.0
36 32 18.0
37 38 19.0
38 39 14.0
40 49 34.0
40 36 20.0
49 51 35.0
41 60 4.0
41 42 13.0
41 62 8.0
62 65 71.0
43 44 23.0
43 40 12.0
45 66 1.0
45 43 11.0
46 71 4.0
47 65 93.0
52 55 25.0
52 56 47.0
52 45 12.0
67 68 15.0
70 71 5.0
70 72 6.0
73 74 16.0
75 76 83.0
75 78 62.0
75 79 49.0
