[30, 40, 63]
0 45 15.0
0 54 9.0
1 11 25.0
1 68 13.0
1 0 23.0
11 14 9.0
2 58 12.0
2 1 18.0
3 46 1.0
3 2 3.0
4 21 1.0
4 3 4.0
5 48 8.0
5 4 11.0
6 74 3.0
6 5 5.0
7 10 35.0
10 54 34.0
8 47 7.0
8 6 11.0
9 22 41.0
9 60 61.0
9 51 40.0
9 8 6.0
22 23 52.0
12 26 39.0
12 13 26.0
12 9 38.0
15 24 13.0
15 16 65.0
15 27 18.0
15 12 71.0
24 64 45.0
24 69 55.0
17 37 12.0
17 15 73.0
18 75 1.0
18 17 8.0
19 73 17.0
19 18 8.0
20 27 38.0
23 70 30.0
25 69 21.0
28 53 3.0
28 19 1.0
29 77 2.0
29 28 5.0
30 76 53.0
30 31 10.0
30 61 15.0
30 32 36.0
30 29 1.0
33 34 1.0
33 39 5.0
33 30 23.0
35 49 70.0
35 36 1.0
35 71 13.0
35 33 59.0
36 38 13.0
40 41 96.0
40 42 69.0
40 43 18.0
40 44 52.0
40 35 15.0
50 65 5.0
50 40 17.0
52 55 23.0
52 59 17.0
52 56 3.0
52 50 67.0
56 57 66.0
56 62 48.0
63 66 19.0
63 67 32.0
63 72 79.0
63 78 42.0
63 52 11.0
67 79 67.0
