[49, 6, 47]
0 78 50.0
0 75 14.0
1 65 5.0
1 0 33.0
2 38 40.0
2 1 4.0
3 76 5.0
3 2 8.0
4 31 60.0
4 49 94.0
4 3 15.0
31 59 57.0
31 48 60.0
49 77 28.0
49 51 24.0
5 36 7.0
5 4 28.0
6 24 93.0
6 56 5.0
6 38 82.0
6 64 9.0
7 13 2.0
7 5 4.0
8 30 2.0
8 7 2.0
9 10 3.0
9 8 3.0
11 44 28.0
11 9 12.0
44 45 29.0
12 66 41.0
12 14 23.0
12 15 62.0
12 11 9.0
16 23 40.0
16 52 40.0
16 12 8.0
17 21 9.0
17 16 23.0
18 25 14.0
18 17 2.0
19 20 16.0
19 39 42.0
19 18 1.0
22 32 10.0
22 19 27.0
26 51 29.0
27 28 31.0
27 29 9.0
27 22 9.0
29 46 26.0
59 60 29.0
59 61 58.0
33 34 2.0
33 27 32.0
35 37 12.0
35 39 32.0
40 41 1.0
40 33 13.0
42 58 49.0
42 40 3.0
43 62 1.0
43 42 8.0
47 55 33.0
47 67 98.0
47 49 72.0
47 50 85.0
53 54 27.0
53 43 6.0
57 58 22.0
63 73 1.0
63 53 2.0
68 69 59.0
68 63 1.0
69 70 41.0
70 71 15.0
72 74 26.0
74 78 59.0
74 79 62.0
