[75, 66, 11]
0 49 19.0
1 73 9.0
1 0 25.0
2 68 1.0
2 1 8.0
3 8 3.0
3 2 2.0
4 25 3.0
4 3 3.0
5 32 1.0
5 4 1.0
6 41 18.0
6 5 14.0
7 9 26.0
7 6 5.0
10 69 7.0
10 7 11.0
11 12 12.0
11 44 5.0
11 50 54.0
11 76 85.0
11 10 47.0
13 51 2.0
13 11 37.0
14 74 3.0
14 13 6.0
15 39 2.0
15 14 6.0
16 70 33.0
16 33 10.0
16 15 23.0
17 18 9.0
17 16 25.0
19 46 9.0
19 17 6.0
20 21 17.0
20 19 9.0
22 26 5.0
22 20 25.0
23 24 8.0
23 22 8.0
27 40 13.0
27 23 12.0
28 29 4.0
28 27 15.0
30 65 4.0
30 28 4.0
31 34 1.0
31 30 4.0
35 36 9.0
35 31 1.0
37 38 18.0
37 42 53.0
37 43 62.0
37 35 15.0
45 72 3.0
45 37 15.0
47 48 37.0
47 45 1.0
48 52 28.0
53 54 1.0
53 47 29.0
55 56 29.0
55 53 4.0
57 58 3.0
57 55 18.0
59 60 1.0
59 57 1.0
61 62 1.0
61 59 1.0
63 64 8.0
63 61 9.0
66 67 81.0
66 71 88.0
66 75 85.0
66 76 4.0
75 77 95.0
75 76 41.0
75 78 62.0
79 63 6.0
