[27, 60, 45]
0 5 10.0
1 6 12.0
1 75 38.0
1 0 32.0
2 33 5.0
2 1 37.0
3 44 2.0
3 2 1.0
4 63 10.0
4 3 12.0
7 40 4.0
7 4 29.0
8 59 2.0
8 7 8.0
9 42 17.0
9 8 27.0
10 69 12.0
10 9 14.0
11 17 5.0
11 10 11.0
17 55 64.0
12 31 22.0
12 11 18.0
13 41 7.0
13 12 10.0
14 64 19.0
14 13 16.0
15 54 10.0
15 14 5.0
16 17 78.0
18 41 38.0
19 78 7.0
19 15 24.0
20 52 7.0
20 19 3.0
21 57 46.0
21 20 5.0
22 37 46.0
22 67 1.0
22 21 42.0
23 53 14.0
23 22 58.0
24 47 28.0
24 23 14.0
47 50 22.0
25 79 14.0
25 24 26.0
26 57 10.0
27 56 52.0
27 73 12.0
27 28 1.0
27 29 55.0
27 25 6.0
30 32 11.0
30 27 31.0
34 35 1.0
34 30 9.0
36 60 43.0
36 34 1.0
60 71 37.0
60 61 8.0
38 65 5.0
38 68 35.0
38 36 17.0
65 66 59.0
39 70 1.0
39 38 14.0
43 45 89.0
43 39 27.0
45 58 25.0
45 74 16.0
45 46 60.0
48 49 9.0
48 43 7.0
51 60 87.0
71 72 12.0
71 76 53.0
61 62 33.0
72 77 1.0
