[64, 46, 50]
0 62 8.0
0 4 30.0
4 79 11.0
1 78 18.0
1 0 36.0
2 9 24.0
2 1 7.0
9 10 31.0
3 68 3.0
3 2 1.0
5 61 31.0
5 3 2.0
61 63 33.0
6 29 49.0
6 5 8.0
7 75 19.0
7 72 14.0
7 6 44.0
72 74 35.0
8 45 39.0
8 28 37.0
8 7 4.0
11 59 1.0
11 8 4.0
12 42 39.0
12 13 33.0
12 11 36.0
13 36 7.0
14 58 25.0
14 15 4.0
58 70 52.0
58 71 16.0
16 60 26.0
16 12 23.0
17 42 47.0
18 69 2.0
18 16 19.0
19 40 39.0
19 43 50.0
19 18 24.0
43 52 66.0
20 68 13.0
20 38 43.0
21 46 76.0
21 22 37.0
46 57 54.0
46 49 27.0
46 51 15.0
22 32 10.0
23 24 38.0
23 25 15.0
25 62 28.0
26 47 29.0
26 27 52.0
27 48 38.0
27 29 45.0
30 31 47.0
30 60 24.0
33 34 2.0
33 19 35.0
35 36 25.0
35 37 26.0
39 40 36.0
41 43 65.0
44 54 24.0
44 33 29.0
50 51 35.0
50 52 60.0
50 53 89.0
50 55 23.0
53 56 34.0
63 64 8.0
64 65 37.0
64 66 96.0
64 67 38.0
66 70 6.0
73 76 33.0
73 77 21.0
73 44 38.0
76 77 69.0
