[57, 48, 59]
0 50 9.0
1 49 19.0
1 0 13.0
2 52 19.0
2 1 1.0
3 75 4.0
3 2 13.0
4 63 1.0
4 3 18.0
5 40 51.0
5 72 9.0
5 4 20.0
6 7 2.0
6 5 12.0
8 76 2.0
8 6 1.0
9 37 8.0
9 8 2.0
10 62 16.0
10 9 17.0
11 61 5.0
11 10 6.0
12 31 4.0
12 11 17.0
13 67 3.0
13 12 3.0
14 24 1.0
14 13 9.0
15 34 4.0
15 14 7.0
16 57 33.0
57 59 6.0
57 60 98.0
57 61 61.0
17 18 6.0
17 15 9.0
19 20 18.0
19 17 8.0
20 51 14.0
21 64 10.0
21 19 2.0
22 58 20.0
22 23 13.0
22 21 35.0
23 77 46.0
25 65 13.0
25 22 39.0
26 27 32.0
26 25 1.0
27 32 1.0
28 29 1.0
28 26 2.0
30 39 3.0
30 28 4.0
33 35 11.0
33 30 3.0
35 53 67.0
35 38 49.0
36 41 24.0
36 33 3.0
42 43 13.0
42 44 24.0
42 36 31.0
45 46 32.0
45 54 4.0
45 42 17.0
46 47 45.0
46 48 92.0
47 48 77.0
48 55 100.0
48 56 95.0
56 78 3.0
59 66 71.0
59 68 99.0
59 69 77.0
68 73 55.0
70 71 12.0
70 45 47.0
71 74 34.0
79 70 8.0
