[4, 48, 73]
0 77 18.0
1 29 12.0
1 0 19.0
29 62 31.0
2 8 6.0
2 1 1.0
3 46 3.0
3 2 6.0
4 47 57.0
4 56 54.0
4 74 4.0
4 44 30.0
4 3 17.0
5 41 38.0
5 54 6.0
5 4 14.0
6 26 2.0
6 70 28.0
6 5 31.0
26 51 70.0
26 45 7.0
7 60 25.0
7 67 36.0
7 6 42.0
9 10 1.0
9 7 24.0
10 48 76.0
10 58 36.0
48 57 54.0
48 49 51.0
11 19 32.0
11 25 69.0
11 12 44.0
11 9 41.0
13 55 1.0
13 11 54.0
14 20 59.0
14 15 9.0
14 39 65.0
14 13 50.0
16 17 5.0
16 14 50.0
18 38 4.0
18 16 22.0
21 68 42.0
21 61 25.0
21 18 13.0
22 23 1.0
22 21 44.0
24 59 15.0
24 22 2.0
27 63 56.0
27 40 31.0
27 69 75.0
27 24 73.0
28 61 9.0
30 71 1.0
30 27 40.0
31 72 5.0
31 30 14.0
32 42 6.0
32 31 3.0
33 64 4.0
33 32 2.0
34 43 1.0
34 33 8.0
35 36 34.0
35 53 35.0
35 34 33.0
37 48 14.0
50 65 3.0
50 35 8.0
52 66 42.0
52 50 3.0
66 73 64.0
73 75 92.0
73 76 69.0
73 78 39.0
79 52 4.0
