[25, 38, 36]
0 66 1.0
0 46 39.0
1 42 13.0
1 0 34.0
2 35 6.0
2 1 16.0
3 71 4.0
3 2 18.0
4 16 9.0
4 3 8.0
5 63 19.0
5 4 1.0
63 64 60.0
6 28 7.0
6 5 9.0
7 38 41.0
7 6 6.0
38 41 33.0
38 69 27.0
8 36 96.0
36 38 92.0
36 40 84.0
9 45 5.0
9 7 1.0
10 39 9.0
10 9 9.0
11 75 35.0
11 10 14.0
75 78 4.0
12 74 3.0
12 11 28.0
13 14 33.0
13 36 10.0
15 24 7.0
15 12 9.0
17 77 7.0
17 15 6.0
18 19 14.0
18 17 6.0
19 29 57.0
20 34 32.0
20 21 6.0
20 18 21.0
22 49 3.0
22 20 3.0
23 50 17.0
23 22 4.0
25 68 54.0
25 29 34.0
25 62 77.0
25 47 83.0
26 27 17.0
26 23 2.0
30 53 15.0
30 26 16.0
31 37 4.0
31 30 9.0
32 33 11.0
32 31 5.0
69 70 52.0
43 44 14.0
43 32 3.0
48 50 22.0
51 52 41.0
51 54 48.0
51 43 34.0
55 56 19.0
55 51 26.0
57 58 19.0
57 55 7.0
58 59 2.0
59 76 13.0
59 60 3.0
61 62 59.0
65 67 42.0
67 69 11.0
72 73 7.0
72 57 3.0
79 72 38.0
