[32, 11, 10]
0 48 7.0
1 29 2.0
1 0 5.0
2 50 2.0
2 1 6.0
3 66 29.0
3 44 23.0
3 2 12.0
4 75 1.0
4 3 19.0
5 21 2.0
5 4 6.0
6 69 1.0
6 5 12.0
7 24 6.0
7 6 12.0
8 9 26.0
8 7 12.0
9 17 48.0
10 71 59.0
10 45 2.0
10 30 48.0
10 63 77.0
10 8 38.0
11 17 35.0
11 43 51.0
11 31 46.0
11 12 65.0
31 37 33.0
13 14 8.0
13 10 59.0
15 76 34.0
15 16 48.0
15 13 9.0
18 22 26.0
18 15 38.0
19 49 4.0
19 18 23.0
20 77 24.0
20 53 52.0
20 19 2.0
53 54 53.0
23 51 10.0
23 20 29.0
25 57 1.0
25 23 5.0
26 62 3.0
26 25 3.0
27 28 8.0
27 26 3.0
32 33 53.0
32 34 58.0
32 42 88.0
32 35 88.0
32 27 33.0
36 38 25.0
36 32 95.0
39 68 3.0
39 36 1.0
40 41 4.0
40 39 15.0
46 47 3.0
46 52 33.0
46 40 31.0
55 56 22.0
55 46 36.0
58 59 17.0
58 60 1.0
58 55 13.0
61 64 6.0
61 58 12.0
65 67 35.0
67 69 37.0
70 72 26.0
70 61 12.0
73 74 22.0
74 75 4.0
78 79 12.0
78 70 18.0
