[31, 6, 53]
0 58 8.0
1 27 2.0
1 0 4.0
2 18 18.0
2 77 36.0
3 69 20.0
3 1 9.0
4 5 57.0
4 35 30.0
4 3 23.0
6 65 91.0
6 23 45.0
6 64 7.0
6 49 40.0
6 4 55.0
7 41 25.0
7 21 18.0
7 6 26.0
41 42 13.0
8 44 6.0
44 66 10.0
9 56 15.0
9 7 5.0
10 71 28.0
10 11 28.0
10 9 26.0
11 75 41.0
12 62 12.0
12 10 47.0
13 35 31.0
14 72 8.0
14 12 8.0
15 51 32.0
15 32 28.0
15 14 29.0
16 40 22.0
16 15 14.0
17 46 56.0
17 54 8.0
17 43 25.0
43 66 67.0
19 70 15.0
19 20 49.0
19 16 56.0
22 24 42.0
22 37 40.0
22 19 24.0
24 25 3.0
26 28 45.0
26 31 74.0
31 33 44.0
31 34 66.0
29 77 20.0
29 66 70.0
30 60 8.0
30 31 70.0
34 35 50.0
34 36 44.0
38 72 15.0
39 73 6.0
39 41 51.0
45 46 10.0
45 50 36.0
47 73 29.0
48 51 90.0
48 61 43.0
48 52 46.0
53 54 85.0
53 55 6.0
53 57 95.0
53 58 11.0
55 59 40.0
59 63 15.0
63 78 16.0
67 68 23.0
67 69 26.0
68 74 36.0
76 78 43.0
76 79 17.0
