[36, 22, 23]
0 41 29.0
1 2 5.0
1 51 58.0
1 0 9.0
51 52 72.0
51 75 34.0
3 54 8.0
3 1 37.0
4 11 1.0
4 5 21.0
4 3 20.0
11 56 10.0
5 48 16.0
5 27 55.0
6 12 26.0
6 4 32.0
12 19 31.0
7 10 32.0
7 6 1.0
10 35 33.0
8 9 8.0
8 7 7.0
9 14 4.0
13 78 10.0
13 8 2.0
15 29 48.0
15 41 22.0
16 30 43.0
16 17 32.0
16 13 20.0
30 31 12.0
17 66 23.0
18 77 46.0
18 16 15.0
20 57 24.0
20 18 1.0
21 63 4.0
21 74 48.0
21 20 2.0
22 79 20.0
22 23 68.0
22 71 21.0
22 57 17.0
23 76 89.0
23 24 46.0
23 25 81.0
26 67 15.0
26 27 42.0
28 29 1.0
32 38 27.0
32 33 19.0
32 21 37.0
33 64 28.0
34 36 87.0
36 37 40.0
36 45 70.0
36 38 87.0
39 46 36.0
39 40 29.0
39 32 51.0
42 43 23.0
42 39 2.0
44 64 33.0
44 47 58.0
49 50 52.0
50 59 51.0
50 53 27.0
53 55 61.0
52 53 8.0
58 65 20.0
58 79 55.0
58 60 2.0
61 62 53.0
61 68 66.0
61 69 11.0
61 42 54.0
70 77 2.0
72 73 33.0
73 74 1.0
