[0, 20, 65]
0 70 14.0
0 68 57.0
0 16 33.0
0 41 41.0
1 18 1.0
1 0 94.0
2 3 2.0
2 1 19.0
4 11 13.0
4 2 12.0
5 60 18.0
5 4 18.0
6 7 8.0
6 5 1.0
8 23 1.0
8 6 6.0
9 13 6.0
9 8 4.0
10 42 32.0
10 49 29.0
10 9 27.0
12 29 19.0
12 10 29.0
14 53 3.0
14 12 12.0
15 17 2.0
15 14 1.0
19 36 21.0
19 15 12.0
20 38 70.0
20 35 92.0
20 21 32.0
20 49 39.0
22 69 26.0
22 19 8.0
24 57 7.0
24 22 5.0
25 64 9.0
64 65 95.0
26 37 19.0
26 24 12.0
27 28 32.0
27 30 50.0
27 26 43.0
31 71 13.0
32 39 8.0
32 27 12.0
33 56 8.0
33 32 11.0
34 61 24.0
34 33 18.0
40 43 9.0
40 34 13.0
44 45 13.0
44 40 16.0
46 58 32.0
46 44 10.0
47 48 6.0
47 46 8.0
50 51 16.0
50 47 1.0
52 54 26.0
52 78 33.0
52 50 27.0
55 58 13.0
59 61 35.0
62 63 12.0
62 52 23.0
65 66 35.0
65 67 74.0
65 71 22.0
66 68 36.0
72 73 5.0
72 62 19.0
73 74 31.0
75 76 14.0
75 72 5.0
77 79 4.0
77 75 7.0
