[33, 9, 29]
0 62 3.0
1 75 3.0
1 0 2.0
2 20 42.0
2 59 61.0
2 67 49.0
2 1 51.0
3 25 5.0
3 2 22.0
4 30 3.0
4 3 20.0
5 13 13.0
5 4 1.0
6 68 2.0
6 5 2.0
7 63 1.0
7 6 22.0
8 9 23.0
8 7 25.0
9 10 37.0
9 40 26.0
9 66 85.0
11 44 5.0
11 63 45.0
11 71 6.0
12 52 37.0
12 37 27.0
12 8 13.0
14 32 7.0
14 12 27.0
32 34 42.0
15 16 29.0
15 58 29.0
15 14 8.0
16 24 5.0
17 29 10.0
17 15 10.0
29 64 26.0
29 38 36.0
29 31 4.0
18 41 14.0
18 48 19.0
18 17 20.0
19 45 38.0
19 18 19.0
21 26 4.0
21 19 1.0
22 23 2.0
22 21 2.0
27 47 14.0
27 22 2.0
28 60 1.0
28 27 3.0
64 72 41.0
33 35 98.0
33 36 16.0
33 76 50.0
33 70 91.0
33 28 27.0
39 61 4.0
39 33 10.0
42 43 26.0
42 45 29.0
46 49 1.0
46 39 5.0
50 51 21.0
50 53 31.0
50 46 40.0
54 69 2.0
54 55 36.0
54 50 37.0
56 57 38.0
57 72 43.0
65 73 16.0
65 54 16.0
74 77 9.0
74 78 10.0
74 79 28.0
74 65 42.0
